label	bucket	rows	n_docs	fields	example_context
463-4	strain designation	1	1	strains	...e bacterial strains (designated 231-9T, 142-6 and [[463-4]]) were isolated from traditional Chinese pickle, a...; ...
42BKTT	strain designation	1	1	strains	...most closely related to Sulfurovum lithotrophicum [[42BKTT]] (94.7 % sequence identity). The average nucleotid...; ..
410T	strain designation	1	1	strains	...cter vibrioides CB51T (97.3%), 'Caulobacter zeae' [[410T]] (1,402/1,440, 97.4%), Caulobacter mirabilis FWC 3...
40Bstr34T	strain designation	1	1	strains	...a, with the highest similarity to Jiella pacifica [[40Bstr34T]] (98.7 %). The complete genome sequence of strain ...;
4-36T	strain designation	1	1	strains	...vel filamentous actinobacterium designated strain [[4-36T]] showing broad-spectrum antifungal activity was is...; ...
28Aᵀ	strain designation	1	1	strains	"...s abyssi sp. nov. is proposed. The type strain is [[28Aᵀ]] (=DSM 120179ᵀ=JCM 39640ᵀ).
"
27052020OT	strain designation	1	1	strains	Strain [[27052020OT]] was isolated from a river estuary. The sequence o...; ...terovibrio litoreus sp. nov. with the typ
2-2T	strain designation	1	1	strains	...vel filamentous actinobacteria designated strains [[2-2T]] and 2-15T were isolated from soil of a coal minin...; ...T
2205BS29-5T	strain designation	1	1	strains	...bic Gram-negative bacterium, designated as strain [[2205BS29-5T]], was isolated from a marine sponge, Phakellia ele..
22-AL-CL-001	strain designation	1	1	strains	...2022, a fluorescent bacterial isolate, designated [[22-AL-CL-001]], was isolated from diseased cantaloupe (Cucumis m.
21WXBC0057M1T	strain designation	1	1	strains	Three novel coccoid-shaped strains, designated [[21WXBC0057M1T]], 21WXBC0044M1T and BJSWXB5TM5T, were isolated fro...; .
21WXBC0044M1T	strain designation	1	1	strains	...coccoid-shaped strains, designated 21WXBC0057M1T, [[21WXBC0044M1T]] and BJSWXB5TM5T, were isolated from human breast 
21Sc5-5T	strain designation	1	1	strains	... sequence similarities to Nocardioides vastitatis [[21Sc5-5T]] (98.13%) and Nocardioides oceani SOB77T (98.13%),...
21S12	strain designation	1	1	strains	Two basidiomycete yeast strains, designated as [[21S12]] and 12S11, were isolated from the flowers of Yula...
21M1142	strain designation	1	1	strains	...aerobic cocci, designated EM39Eᵀ, JEK85, 18KM676, [[21M1142]], 18KM445T, 18KM444, 18KM245, 18KM583 and 21KM1573...; .
21KM1573	strain designation	1	1	strains	... 21M1142, 18KM445T, 18KM444, 18KM245, 18KM583 and [[21KM1573]], were isolated from diverse animal material, incl...; 
21CYCFAH17_ST	strain designation	1	1	strains	...erobic, Gram-stain-positive staphylococci, strain [[21CYCFAH17_ST]], and coccobacilli, strain 25CYCFAH16T, were isola
211020T	strain designation	1	1	strains	...ea ATCC 12950T (98.7 %), Microbispora hainanensis [[211020T]] (98.5 %), Microbispora clausenae CLES2T (98.4 %),...
20TX0166T	strain designation	1	1	strains	...ciens JCM 9670T (99.86%) and Curtobacterium allii [[20TX0166T]] (99.86%). Phylogenetic analyses based on the 16S ...
202 isolates of P. plurivora	strain designation	1	1	strains	
2019T	strain designation	1	1	strains	...h C. marinum DSM 44953T and Corynebacterium comes [[2019T]], strain YIM 101645T formed a cluster with Coryneb...
2012CJ41-6T	strain designation	1	1	strains	...d, aerobic, light-yellow bacterium, designated as [[2012CJ41-6T]], was isolated from a sponge sample of Callyspongi..
2012CJ39-3T	strain designation	1	1	strains	... and non-motile rods strain, designated as strain [[2012CJ39-3T]], was isolated from a marine sponge, Myxilla rosac..
2012CJ35-5T	strain designation	1	1	strains	...hymeniacidonis 176CP5-101T, Muricauda spongiicola [[2012CJ35-5T]], Muricauda algicola AsT0115T, Muricauda flava DSM..
200CHT	strain designation	1	1	strains	...placed the strain next to Corynebacterium choanae [[200CHT]]. Extensive phenotyping and genomic analyses clear...
20-417T	strain designation	1	1	strains	...pose the name Pseudomonas fragariae sp. nov. with [[20-417T]] (17T=LMG 32456T=DSM 113340 T) as the type strain,...
20-1249T	strain designation	1	1	strains	"...ccus hepaticus sp. nov. is suggested, with strain [[20-1249T]] (=NCTC 15092T=LMG 33498T) as the type strain.
"
20 isolates of P. alpina	unspecified/placeholder	1	1	strains	
2-propanol/CO2	chemical (not in CHEBI)	1	1	chemical_utilization_object	...d singly. Strain [[CWC-04T]]utilized formate, H2/CO2, [[2-propanol/CO2]] or 2-butanol/CO2 as catabolic substrates. Th
2-butanol/CO2	chemical (not in CHEBI)	1	1	chemical_utilization_object	...WC-04Tutilized formate, H2/CO2, 2-propanol/CO2 or [[2-butanol/CO2]] as catabolic substrates. The optimal growth condi
2201CG32-9T	strain designation	1	1	strains	...tile and rod-shaped bacterial strains, designated [[2201CG32-9T]] and 2304DJ12-6T, were isolated from marine sponge..
2208YS6-2-32T	strain designation	1	1	strains	...ve, strictly aerobic bacterium, designated strain [[2208YS6-2-32T]], was isolated from a marine invertebrate, Uroteut
26-4bT	strain designation	1	1	strains	...equence similarity to Telmatospirillum siberiense [[26-4bT]] (91.1 %). Phylogenetic analyses based on 16S rRNA...
2210JD10-5T	strain designation	1	1	strains	Five novel bacterial strains, designated as [[2210JD10-5T]], 2304DJ31-5T, 2307UL18-2T, 2307ULW6-5T and 2308TA...; .... B
26-35T	strain designation	1	1	strains	...teimonas mephitis DSM 12574T, Luteimonas arsenica [[26-35T]] and Luteimonas huabeiensis HB2T were 78.7, 78.6, ...; ..
26 isolates of Phytophthora heteromorpha	strain designation	1	1	strains	
25CYCFAH16T	strain designation	1	1	strains	...i, strain 21CYCFAH17_ST, and coccobacilli, strain [[25CYCFAH16T]], were isolated from faecal samples of healthy Jap..
25B02-3T	strain designation	1	1	strains	...anaerobic and short rod-shaped bacterial strains, [[25B02-3T]] and BH-R2-4, were isolated from surface seawater ...; 
2521-89T	strain designation	1	1	strains	...brio paracholerae OP3HEDC-792T and Vibrio tarriae [[2521-89T]]. The average nucleotide identity (ANI) and in dig...
231-9T	strain designation	1	1	strains	...Gram-stain-positive bacterial strains (designated [[231-9T]], 142-6 and 463-4) were isolated from traditional ...; ..
2308TA14-22T	strain designation	1	1	strains	...ative bacteria, designated strains 2210JD6-5T and [[2308TA14-22T]], were isolated from a seashell and a marine conch.
2308TA10-17T	strain designation	1	1	strains	...D10-5T, 2304DJ31-5T, 2307UL18-2T, 2307ULW6-5T and [[2308TA10-17T]], were isolated from diverse marine samples in the.
2307ULW6-5T	strain designation	1	1	strains	...ignated as 2210JD10-5T, 2304DJ31-5T, 2307UL18-2T, [[2307ULW6-5T]] and 2308TA10-17T, were isolated from diverse mari..
2307UL18-2T	strain designation	1	1	strains	... strains, designated as 2210JD10-5T, 2304DJ31-5T, [[2307UL18-2T]], 2307ULW6-5T and 2308TA10-17T, were isolated from..
2305UL8-7T	strain designation	1	1	strains	...iting the intertidal zone, strains 2305UL8-3T and [[2305UL8-7T]] were isolated from Reishia bronni, a species livi...
2305UL8-3T	strain designation	1	1	strains	...organisms inhabiting the intertidal zone, strains [[2305UL8-3T]] and 2305UL8-7T were isolated from Reishia bronni,...
2305UL40-4T	strain designation	1	1	strains	A novel bacterium, designated strain [[2305UL40-4T]], was isolated from Cellana toreuma (a Korean limp...; ... rRNA gene
2304DJ31-5T	strain designation	1	1	strains	...vel bacterial strains, designated as 2210JD10-5T, [[2304DJ31-5T]], 2307UL18-2T, 2307ULW6-5T and 2308TA10-17T, were ..
2304DJ12-6T	strain designation	1	1	strains	...ped bacterial strains, designated 2201CG32-9T and [[2304DJ12-6T]], were isolated from marine sponges collected in t..
22VT	strain designation	1	1	strains	A predatory, motile, Gram-negative bacterium, [[22VT]], was isolated from a soil sample collected from T...; ...atenated
22MD1512T	strain designation	1	1	strains	...escribed strains 14KM1171, 17KM0085, 22MD1345 and [[22MD1512T]] have a genome size of 2.35-2.40 Mb and a DNA G+C ...;
22MD1345	strain designation	1	1	strains	...s. The four described strains 14KM1171, 17KM0085, [[22MD1345]] and 22MD1512T have a genome size of 2.35-2.40 Mb ...
22II-S11-z7T	strain designation	1	1	strains	...gaterium XH134T (99.2 %) and Aquimarina atlantica [[22II-S11-z7T]] (98.1 %). Both strains showed genome-wide average.
22721-9-1T	strain designation	1	1	strains	...redicted from the whole-genome sequence of strain [[22721-9-1T]] was to Haemophilus felis with 25.0%. The highest ...
2210JD6-5T	strain designation	1	1	strains	...erobic Gram-negative bacteria, designated strains [[2210JD6-5T]] and 2308TA14-22T, were isolated from a seashell a...
ATCC BAA-2258T	strain designation	1	1	strains	".... is proposed. The type strain is MT/JULY 2010T (=[[ATCC BAA-2258T]]=NBRC 107862T=NCBI 948105T=V10/022878T).
"
ATCC BAA-691T	strain designation	1	1	strains	... 49956T (97.7%), Roseomonas gilardii subsp. rosea [[ATCC BAA-691T]] (97.7%) and R. mucosa ATCC BAA-692T (97.5%). For 
ATCC BAA-692T	strain designation	1	1	strains	... subsp. rosea ATCC BAA-691T (97.7%) and R. mucosa [[ATCC BAA-692T]] (97.5%). For the comparative genomic analyses, wh
C150915_17	strain designation	1	1	strains	..., non-motile strains (C130915_07T, C150915_16 and [[C150915_17]]) were isolated from lymph nodes of Algerian cows....
C1424T	strain designation	1	1	strains	...with a single polar flagellum, designated strains [[C1424T]] and C2222T, were isolated from marine alga collec...; ..
C130915_07T	strain designation	1	1	strains	...-positive, non-spore-forming, non-motile strains ([[C130915_07T]], C150915_16 and C150915_17) were isolated from ly..
C101	strain designation	1	1	strains	Three symbiotic bacteria (K101T, [[C101]] and M103) were obtained from nodule-trapping expe...
C/2T	strain designation	1	1	strains	..., and 96.2 % identities to Paenibacillus mendelii [[C/2T]], Paenibacillus oenotherae DT7-4T and Paenibacillu...; ...n
C. algicola	taxon (not in NCBITaxon)	1	1	study_taxa	...-3T (90.2%), Muriicola soli MMS17-SY002T (90.0%), [[C. algicola]] DSM 14237T (90.0%) and Eudoraea chungangensis CAU..
Bx. stolpii DSM 12778T	strain designation	1	1	strains	...ferentiation of strain PP10T from the type strain [[Bx. stolpii DSM 12778T]]. Based on physiological and phylogenetic
Butyricimonas muris	taxon (not in NCBITaxon)	1	1	study_taxa	...ithin the genus Butyricimonas, for which the name [[Butyricimonas muris]] sp. nov. is proposed. The type strain is GB
Buttiauxella ferragutiae ATCC 51602T	strain designation	1	1	strains	...C content, 50.3 mol%) was most closely related to [[Buttiauxella ferragutiae ATCC 51602T]] with an ANI value of 86.4 
Burkholderiaceae bacterium PBA	taxon (not in NCBITaxon)	1	1	study_taxa	...train LMG 32992T and another unclassified strain, [[Burkholderiaceae bacterium PBA]], which was isolated earlier from
Burkholderiaceae bacterium PBA	strain designation	1	1	strains	...train LMG 32992T and another unclassified strain, [[Burkholderiaceae bacterium PBA]], which was isolated earlier from
Brain Heart Infusion (BHI) agar	growth medium / component	1	1	chemical_utilization_object	
Bradyrhizobium nivariense	taxon (not in NCBITaxon)	1	1	study_taxa	... of Bradyrhizobium, for which we propose the name [[Bradyrhizobium nivariense]] sp. nov. (type strain SSUT18T=CECT 30
Bradyrhizobium monzae	taxon (not in NCBITaxon)	1	1	study_taxa	... new species of Bradyrhizobium for which the name [[Bradyrhizobium monzae]] sp. nov. is proposed. The type strain is 
Bombella sp. AS1	strain designation	1	1	strains	"...lla sp. ESL0385 to Bombella pollinis sp. nov. and [[Bombella sp. AS1]] to Bombella saccharophila sp. nov.
"
Bombella saccharophila sp. nov.	taxon (not in NCBITaxon)	1	1	study_taxa	...erhausensis sp. nov., Bombella pollinis sp. nov., [[Bombella saccharophila sp. nov.]] and Bombella dulcis sp. nov., w
Bombella pollinis sp. nov.	taxon (not in NCBITaxon)	1	1	study_taxa	...bella, namely Bombella pluederhausensis sp. nov., [[Bombella pollinis sp. nov.]], Bombella saccharophila sp. nov. and
Bombella pluederhausensis sp. nov.	taxon (not in NCBITaxon)	1	1	study_taxa	...r novel species within the genus Bombella, namely [[Bombella pluederhausensis sp. nov.]], Bombella pollinis sp. nov.,
Bombella dulcis sp. nov.	taxon (not in NCBITaxon)	1	1	study_taxa	...nis sp. nov., Bombella saccharophila sp. nov. and [[Bombella dulcis sp. nov.]], with the respective type strains Bomb
Blastococcus capsiensis	taxon (not in NCBITaxon)	1	1	study_taxa	...as positioned within the genus Blastococcus, with [[Blastococcus capsiensis]] BMG 804T showing the closest relationsh
Bisgaard taxon 6	taxon (not in NCBITaxon)	1	1	study_taxa	Forty-one isolates of [[Bisgaard taxon 6]] obtained from guinea pigs, pandas, pigs and muskr...
Bisgaard taxon 10	taxon (not in NCBITaxon)	1	1	study_taxa	
C150915_16	strain designation	1	1	strains	...n-spore-forming, non-motile strains (C130915_07T, [[C150915_16]] and C150915_17) were isolated from lymph nodes of...
C2-6-M1T	strain designation	1	1	strains	...aped bacterial strains, designated as D3-2-R+10T, [[C2-6-M1T]], E1-3-M2, D2-2-M3, D2-2-M2 and D2-2-M1, were isol...; 
Bifidobacterium mizhiensis	taxon (not in NCBITaxon)	1	1	study_taxa	...s phylogenetically related to the type strains of [[Bifidobacterium mizhiensis]], Bifidobacterium asteroides, Bifidob
C2-7T	strain designation	1	1	strains	...non-motile bacterial strains, designated M39T and [[C2-7T]], were isolated from the coastal sediment of Xiaos...; ...
CABI 507287T	strain designation	1	1	strains	...1T be recognized as the type strain (=CECT 30870T=[[CABI 507287T]]) of Amycolatopsis ponsaeliensis sp. nov. The RTGN.
CAA-3	strain designation	1	1	strains	...obic and rod-shaped bacterial strains, CMA-7T and [[CAA-3]], were isolated from surface seawater samples coll...; ...
CA1R205T	strain designation	1	1	strains	...pamycinicus NRRL B-5491T and Streptomyces coffeae [[CA1R205T]]. However, digital DNA-DNA hybridization values be...
CA-0114T	strain designation	1	1	strains	...am-negative, motile, rod-shaped bacterial strain, [[CA-0114T]], was isolated from the midgut of a western honey ...; 
C63T	strain designation	1	1	strains	...24T (99.0%, for both) and to Streptomyces deserti [[C63T]] (98.6 and 98.7 %, respectively). Meanwhile, strai...
C5T	strain designation	1	1	strains	...bacillus cerealis sp. nov., represented by strain [[C5T]] (=DSM 120515T=LMG 34152T). Comparative genomic an...; ...se
C4V358T	strain designation	1	1	strains	...a distinct clade with Thaumasiovibrio subtropicus [[C4V358T]] and Thaumasiovibrio occultus C4II189ᵀ, sharing 16...
C4II189T	strain designation	1	1	strains	
C4-1T	strain designation	1	1	strains	Two strains, B21T and [[C4-1T]], were obtained from soil near Sinpung Station, th...; ...shaped bacterial strains were d
C3_T13_0T	strain designation	1	1	strains	...ative, motile, rod-shaped bacteria, designated as [[C3_T13_0T]] and A36a-5aT, were isolated from marine environme...;
C3T	strain designation	1	1	strains	...osphate-solubilizing bacterial strain, designated [[C3T]], was isolated from the rhizosphere of sorghum. Th...; ... b
C340-1T	strain designation	1	1	strains	...ram-negative and rod-shaped bacterium, designated [[C340-1T]], was isolated and screened from paddy soil in Zho...; .
C32	strain designation	1	1	strains	...n the genus Shewanella, designated A3AT, C31T and [[C32]], were isolated from mangrove sediment samples. Th...; ...it
C3-2-a4	strain designation	1	1	strains	...erial strains, designated as C3-2-a3T, B3-2-R+30, [[C3-2-a4]], C3-2-M3 and C3-2-M8, were isolated from the coas...
C3-2-M8	strain designation	1	1	strains	...ated as C3-2-a3T, B3-2-R+30, C3-2-a4, C3-2-M3 and [[C3-2-M8]], were isolated from the coastal soil of LungmuCo ...
C3-2-M3	strain designation	1	1	strains	...ains, designated as C3-2-a3T, B3-2-R+30, C3-2-a4, [[C3-2-M3]] and C3-2-M8, were isolated from the coastal soil ...
C296001T	strain designation	1	1	strains	...larity (96.93%) with Luteipulveratus halotolerans [[C296001T]]. The genomic DNA G+C content of both strains was ...; 
C271T	strain designation	1	1	strains	...UK. Polyphasic characterization of three strains ([[C271T]], D105 and J117) of the proposed species indicated...; ...
C2222T	strain designation	1	1	strains	...le polar flagellum, designated strains C1424T and [[C2222T]], were isolated from marine alga collected from th...; ..
C22-A2T	strain designation	1	1	strains	One bacterial strain, designated as [[C22-A2T]], was isolated from Lake LungmuCo in Tibet. Cells ...; ...ated from Lake 
C216T	strain designation	1	1	strains	...nge-coloured bacterial strains, designated strain [[C216T]] and strain M2295, were isolated from mature mushr...; ...
Bimp	strain designation	1	1	strains	...th its closest relatives Ca. Schmidhempelia bombi [[Bimp]] and Zophobihabitans entericus IPMB12T. Results fr...
Bifidobacterium catenulatum subsp. puerorum	taxon (not in NCBITaxon)	1	1	study_taxa	
CAIM 722T	strain designation	1	1	strains	A novel Vibrio strain ([[CAIM 722T]]=SW9T=DSM 24596T) was isolated in 2003 from water ...
BUT 13T	strain designation	1	1	strains	....4% similar to 'Roseomonas chloroacetimidivorans' [[BUT 13T]]. The 16S rRNA gene sequence was observed to be 97...
BT553T	strain designation	1	1	strains	...aerobic and non-motile bacterial strains, BT552T, [[BT553T]] and KR1UV-12T, were isolated from soil samples in...; ..
BT552T	strain designation	1	1	strains	...gative, aerobic and non-motile bacterial strains, [[BT552T]], BT553T and KR1UV-12T, were isolated from soil sa...; ..
BT310T	strain designation	1	1	strains	Three novel bacterial strains, 172403-2T, [[BT310T]] and BT731T, were isolated from UV-irradiated soil...; ...imal NaCl 
BSw22131T	strain designation	1	1	strains	Two Gram-stain-negative bacterial strains, [[BSw22131T]] and DMSP-1T, were isolated from seawater of Arcti...; ...fjorde
BSSL-BM11T	strain designation	1	1	strains	...lagellated and coccoid or ovoid bacterial strain, [[BSSL-BM11T]], was isolated from sand of coastal dunes along th...
BSF-3MT	strain designation	1	1	strains	Strain [[BSF-3MT]] is a Gram-stain-positive, non-flagellated, facult...; ... a member of the genus Lacticaseibacillus. S
BS5-3T	strain designation	1	1	strains	...acteria, designated as strains G8-12T, SS1-5T and [[BS5-3T]], were isolated from marine algae in South Korea. ...; ..
BR3299T	strain designation	1	1	strains	... and is most closely related to Microvirga vignae [[BR3299T]]. Its major fatty acid was C18 : 1 ω7c (68.3%). Th...
BR035T	strain designation	1	1	strains	... sequence similarity to Robertmurraya beringensis [[BR035T]] (98.8%) and Robertmurraya korlensis ZLC-26T (98.6...; ..
BR-10T	strain designation	1	1	strains	... sequence similarity with Lacrimispora amygdalina [[BR-10T]] (=DSM 12857T) (98.72%), Lacrimispora saccharolyti...
BPT	strain designation	1	1	strains	...robium antiquum MobHT and Methanomicrobium mobile [[BPT]] demonstrated by comparative analysis of genomic G...
BP5GT	strain designation	1	1	strains	...obligately anaerobic bacterium, designated strain [[BP5GT]], was isolated from the hindgut of a silver drumme...; ...
BP5-C20AT	strain designation	1	1	strains	A novel thermophilic strain, designated [[BP5-C20AT]], was isolated from the shallow hydrothermal field...; ...d morphol
BP47G	strain designation	1	1	strains	...obligately anaerobic bacterium, designated strain [[BP47G]], was isolated from the hindgut of a silver drumme...; ...
BP30T	strain designation	1	1	strains	...aped, white-coloured bacterium, designated strain [[BP30T]], was isolated from a freshwater pond. Growth occu...; ...
BM_7T	strain designation	1	1	strains	...IO N0430T (94.6%), Mangrovibacterium lignilyticum [[BM_7T]] (94.3%) and Mangrovibacterium marinum FA423T (93....
BMJM1T	strain designation	1	1	strains	...ige colony-forming bacterial strain designated as [[BMJM1T]] was isolated from a marine sample collected from ...; ..
BMG 862T	strain designation	1	1	strains	...dens BC 444T(97.5%), Blastococcus xanthinilyticus [[BMG 862T]](97.5%) and Blastococcus litoris GP-S2-8T(97.5%). ...; 
BMG 8361T	strain designation	1	1	strains	The taxonomic position of strain [[BMG 8361T]], isolated from sandstone collected in the Sahara ...; ...a polyphasic tax
BMG 822T	strain designation	1	1	strains	...ectively, were obtained with Blastococcus colisei [[BMG 822T]]. These values significantly undershoot the recomm...
BMG 814T	strain designation	1	1	strains	...onomic position of an actinobacterium, designated [[BMG 814T]], which was isolated from the historic ruins of Ca...; 
BT731T	strain designation	1	1	strains	...ee novel bacterial strains, 172403-2T, BT310T and [[BT731T]], were isolated from UV-irradiated soil samples co...; ..
BUT-13T	strain designation	1	1	strains	...renae CPCC 101081T and 'R. chloroacetimidivorans' [[BUT-13T]]species are close relatives to strains SXEYE001T a...
BiBT	strain designation	1	1	strains	...01T is ubiquinone Q-8. lpD02T, lpD03, lpD04T, and [[BiBT]] are more closely related to Orbus hercynius CN3T ...; ...e
BUT-14T	strain designation	1	1	strains	...milarity to Novosphingobium chloroacetimidivorans [[BUT-14T]] (96.88 %) and Novosphingobium indicum H25T (96.88...
Bergeyella anatis	taxon (not in NCBITaxon)	1	1	study_taxa	...a novel species of Bergeyella, for which the name [[Bergeyella anatis]] sp. nov. is proposed. The type strain is RCAD
Benzoalithermus flavus	taxon (not in NCBITaxon)	1	1	study_taxa	...flavescens (90.5%), Arboricoccus pini (90.2%) and [[Benzoalithermus flavus]] (89.8%). The whole genome of strain SCSI
Ben 106T	strain designation	1	1	strains	...IPBSL-7T (95.19 %) and Tessaracoccus bendigoensis [[Ben 106T]] (94.63 %) but separated from them by large distan...
Bdellovibrio bacteriopascens sp. nov.	taxon (not in NCBITaxon)	1	1	study_taxa	...ovel species in the genus Bdellovibrio, for which [[Bdellovibrio bacteriopascens sp. nov.]] is proposed. The type str
Bartonella species	taxon (not in NCBITaxon)	1	1	study_taxa	[[Bartonella species]] are involved in various human diseases, causing a...
Bartonella genus	taxon (not in NCBITaxon)	1	1	study_taxa	...like configuration not previously observed in the [[Bartonella genus]]. This integration could facilitate large-scale
Bartonella bennetti	taxon (not in NCBITaxon)	1	1	study_taxa	...re haemoparasites of mammals. Herein, we describe [[Bartonella bennetti]] sp. nov., a novel member of the genus, isol
Barnettozyma discipulorum	taxon (not in NCBITaxon)	1	1	study_taxa	...relatives is Cyberlindnera hibernica sp. nov. and [[Barnettozyma discipulorum]] sp. nov. for PYCC 10015 and PYCC 1001
Bacteriovorax stolpii DSM 12778T	strain designation	1	1	strains	...rities between isolate PP10T and the type strain ([[Bacteriovorax stolpii DSM 12778T]]) were only 97.14%. The draft g
BaP3T	strain designation	1	1	strains	...ic and rod-shaped bacterium, designated as strain [[BaP3T]], was isolated from the soil. Strain BaP3T grew at...; ...
BZ92rT	strain designation	1	1	strains	...nd 98.03 %, respectively) to Luteimonas terricola [[BZ92rT]], strains MJ174T and MJ246 showed the highest simi...; ..
BZ78T	strain designation	1	1	strains	...and 98.2% sequence similarity with T. bauzanensis [[BZ78T]] and T. mobilis IAM 14872T, respectively. Both 16S...
BYS96WT	strain designation	1	1	strains	...ve, aerobic and motile strains (BYS78WT, BYS87WT, [[BYS96WT]], BYS180WT, DC23WT, DXS20WT, LKC17WT and LYH14WT) ...; .
BYS87WT	strain designation	1	1	strains	...in-negative, aerobic and motile strains (BYS78WT, [[BYS87WT]], BYS96WT, BYS180WT, DC23WT, DXS20WT, LKC17WT and ...; .
BYS78WT	strain designation	1	1	strains	... Gram-stain-negative, aerobic and motile strains ([[BYS78WT]], BYS87WT, BYS96WT, BYS180WT, DC23WT, DXS20WT, LKC...; .
BYS180WT	strain designation	1	1	strains	...ic and motile strains (BYS78WT, BYS87WT, BYS96WT, [[BYS180WT]], DC23WT, DXS20WT, LKC17WT and LYH14WT) were isola...; 
BYS171WT	strain designation	1	1	strains	...talked and motile strains with a polar flagellum ([[BYS171WT]], DXS10WT and LKC15WT) were isolated from streams ...; 
BYS139WT	strain designation	1	1	strains	...and motile strains (LYT19WT, DXS22WT, DXS29WT and [[BYS139WT]]) were isolated from streams in China. All four st...; 
BV2-CT	strain designation	1	1	strains	A novel chlorophototrophic bacterium, strain [[BV2-CT]], was isolated from a microbial mat (~40 °C) at Ru...; ...cells f
BUZ 2T	strain designation	1	1	strains	
BUT-3T	strain designation	1	1	strains	...1T (94.2 and 94.1 %), Rhodoligotrophos jinshengii [[BUT-3T]] (92.0 and 91.9 %) and Rhodoligotrophos appendicif...
CAIM 1954T	strain designation	1	1	strains	... polyphasic analysis, the strain EZn1T (=TSD-322T=[[CAIM 1954T]]) is a novel species that we named Chryseobacteriu...
CAU 1123T	strain designation	1	1	strains	...family Paracoccaceae, with Limibaculum halophilum [[CAU 1123T]] as its closest relative (94.4% sequence identity)...
BMA12T	strain designation	1	1	strains	...e, non-motile rods, designated strains BMA10T and [[BMA12T]], were isolated from stony coral Porites lutea col...; ..
CCBAU 25048T	strain designation	1	1	strains	...nce similarity of 98.47 % to Shinella kummerowiae [[CCBAU 25048T]]. The average nucleotide identity and digital DNA-.
CCBAU 101116T	strain designation	1	1	strains	...m thalli sp. nov. for strains NM3R9T (=LMG 30873T=[[CCBAU 101116T]]), NE1TT3 (=CCBAU 101114) and NE2TL11 (=CCBAU 1011
CCBAU 101115	strain designation	1	1	strains	"...AU 101116T), NE1TT3 (=CCBAU 101114) and NE2TL11 (=[[CCBAU 101115]]).
"
CCBAU 101114	strain designation	1	1	strains	"...ains NM3R9T (=LMG 30873T=CCBAU 101116T), NE1TT3 (=[[CCBAU 101114]]) and NE2TL11 (=CCBAU 101115).
"
CCBAU 05354T	strain designation	1	1	strains	...I65T was closely related to Niabella yanshanensis [[CCBAU 05354T]] (99.56 % sequence similarity), Niabella hibisciso.
CCAM 827T	strain designation	1	1	strains	"...sp. nov. was proposed. The type strain is Y-M2T (=[[CCAM 827T]]=JCM 34765T).
"
CCAM 2190T	strain designation	1	1	strains	"...e type strain of M. sediminis sp. nov. is Mfa9T (=[[CCAM 2190T]]=JCM 39554T).
"
CCAM 2189T	strain designation	1	1	strains	... The type strain of M. mangrovi sp. nov. is T3T (=[[CCAM 2189T]]=JCM 39553T), and the type strain of M. sediminis ...
CCAM 1872T	strain designation	1	1	strains	...nis gen. nov., sp. nov., is proposed for LWZ-6T (=[[CCAM 1872T]]=JCM 39528T). In addition, we propose the Methanos...
CCAM 1277T	strain designation	1	1	strains	"...e type strain of M. sediminis sp. nov. is FTZ6T (=[[CCAM 1277T]]=JCM 39397T).
"
CCAM 1276T	strain designation	1	1	strains	...he type strain of M. mangrovi sp. nov. is FTZ2T (=[[CCAM 1276T]]=JCM 39396T) and the type strain of M. sediminis s...
CCAM 1008T	strain designation	1	1	strains	"...sis is proposed. The type strain is LSZ-M11000T (=[[CCAM 1008T]]=JCM 39431T).
"
CC70AT	strain designation	1	1	strains	...ing culture techniques. A novel bacterium, strain [[CC70AT]], was isolated by diluting a sample of homogenized...; ..
CC-YST667T	strain designation	1	1	strains	...characterize a novel bacterium, designated strain [[CC-YST667T]], isolated from poultry manure sampled in Taiwan. ...
CC-R113T	strain designation	1	1	strains	Two novel actinomycetal strains, designated [[CC-R113T]] and CC-R104T, were isolated from the tissues of t...; ...(MK-8)
CC-R104T	strain designation	1	1	strains	...el actinomycetal strains, designated CC-R113T and [[CC-R104T]], were isolated from the tissues of two macroalgae...; 
CC-MF41T	strain designation	1	1	strains	... rRNA gene sequence similarity), Leucobacter zeae [[CC-MF41T]] (97.0%) and Leucobacter salsicius M1-8T (96.4%). ...
CC-FH12-1T	strain designation	1	1	strains	...8.0%), and HWE2-09T with Sphingobium rhizovicinum [[CC-FH12-1T]] (97.8%). The genome-based comparison indicated th...
CBX151T	strain designation	1	1	strains	...H21R-40T to Leucobacter celer subsp. astrifaciens [[CBX151T]] (97.3 %) and Leucobacter triazinivorans JW-1T (97...
CBS:10065	strain designation	1	1	strains	...aera. In comparison to Chionosphaera cuniculicola [[CBS:10065]], the type strain of its closest relative, KCTC 37...
CBS5P-1T	strain designation	1	1	strains	...quence similarity with Microbacterium excoecariae [[CBS5P-1T]] (98.5%), followed by Microbacterium amylolyticum ...
CBS18366	strain designation	1	1	strains	...athaspora quercus f.a., sp. nov. is NBRC 116146T ([[CBS18366]]). This species is able to ferment d-xylose, and a...
CCBAU 101117T	strain designation	1	1	strains	... nov. is proposed for strain NE2HP2T (=LMG 30875T=[[CCBAU 101117T]]) and Microbacterium thalli sp. nov. for strains N
CCGB 1952T	strain designation	1	1	strains	"... proposed. The type strain is Val9T (=DSM 115096T=[[CCGB 1952T]]=NRRL B-65674T).
"
